Review,bac_si,nhan_vien,csvc_va_phuong_tien_pv
Tôi đã đến thăm bạn..Đó là một bệnh viện lớn.,3,3,3.0
"Cảm ơn các bác sĩ nơi đây,rất tận tình",3,2,2.0
"Nhân viên bình thường, không quá tệ cũng chẳng vui vẻ, nhiệt tình. Riêng bác sĩ mình khám, TS.BS Vũ Việt Cường, khoa Cấp cứu thái độ rất kém. Mổ hàm tuyến dưới không an tâm, đi Răng Hàm Mặt nhờ tư vấn thêm, bác sĩ trả lời: khám bệnh viện nào về bệnh viện đó hỏi, có gì sau 6 tháng quay lại kiểm tra. Chưa tới 30 giây. Ứng xử, thái độ trong công việc quá tệ, chưa nói tới y đức. Làm xấu hình ảnh người thầy thuốc.",1,3,0.0
"Đã từng khám ở đây, mất tiền nhưng ko khỏi bệnh, đắt hơn phòng khám bên ngoài nhiều, thái độ bác sĩ rất tệ. Nghĩ là tuyến trung ương nên đến điều trị cho an tâm nhưng đến 1 lần và ko bao giờ quay lại.",1,0,1.0
Một bệnh viện vô cùng đặc biệt mà bạn phải quan tâm ! Các y bác sĩ phục vụ vô cùng chu đáo và tận tâm !,5,0,0.0
"Thái độ nhân viên y tế lồi lõm, trịch thượng. Toàn các thạc sĩ bác sĩ mà cư xử không khác gì người vô học",1,2,0.0
"Bệnh viện yên tĩnh, phong cảnh đẹp",0,0,4.0
"Quá thất vọng với 1 bệnh viện tuyến đầu với toàn bác sĩ đầu ngành.mẹ mình mổ bóc nang xương hàm cách đây 1 tháng,sau 2 tuần vì quá đau nên mẹ mình có đi khám lại.và đc trả lời là ko có vấn đề gì.đợi thời gian hồi phục.đến nay là tròn 1 tháng vì quá đau nên mẹ mình đành đến viện khám tiếp. Sau khi siêu âm lại.thì bệnh viện trả lời VẪN CÒN 1 MIẾNG GẠC Ở BÊN TRONG. Và rồi giờ lại phải mổ ra lấy rồi khâu lại. Bs làm ngơ luôn.sau khi bố mình có gọi điện thì mới xin lỗi và báo miễn chi phí khám lại.quá bức xúc",1,0,0.0
"Trải nghiệm cực kỳ tệ, 1 buổi sáng nội soi dạ dày được gần 20 người, người già k ăn k uống tụt huyết áp vẫn phải chờ, thái độ tiếp bệnh nhân hời hợt, chậm chạp. Bệnh viện lớn nhưng đội ngũ y bác sĩ k tương xứng.",1,1,1.0
"Thái độ Nhân viên tư vấn trong khoa kĩ thuật cao 2 quá tệ. Nói chuyện như chửi người khác. Bảo nhổ răng khôn chả sao đâu, cái đó răng ngu chứ răng khôn gì 😂. Chán thật …",0,2,0.0
Đang định đi khám. Chỗ đậu xe thế nào mn ơi? Lâu rồi k đi,0,0,0.0
"Lần đầu đi khám mắt ở bệnh viện việt nam thuỵ điển và thấy rất hài lòng về dịch vụ. Chất lượng thì chưa dám đánh giá do mình khám đơn giản.1. Nhân viên hành chính đăng ký khám bệnh rất vui vẻ, thân thiện, lễ phép..2. Khu chờ sạch sẽ, rộng thoáng.3. Bác sĩ trẻ nhiệt tình, thân thiện, vui tính. Khám cùng mình có 1 bà cụ cũng lớn tuổi rồi, bác sĩ bảo “bà chắc lúc trẻ đẹp lắm nhỉ, giờ mới đẹp lão như vậy”.4. Tới khu lấy thuốc cũng được chỉ dẫn nhiệt tình và các chị lấy giấy ghi rõ liều lượng uống kẹp vào từng loại thuốc cho mình.Nchung cảm thấy khá hài lòng.",4,3,3.0
"Bệnh viện Mắt Trung ương trong vai trò là bệnh viện chuyên khoa đầu ngành của cả nước, nhiều năm qua công tác đào tạo cán bộ và chỉ đạo tuyến dưới về chuyên môn luôn được coi trọng và quan tâm. Hàng năm, Bệnh viện Mắt Trung ương cử nhiều đoàn cán bộ là những bác sĩ giỏi đến các vùng miền, các tỉnh khó khăn để chuyển giao khoa học kỹ thuật và triển khai các chương trình phòng chống mù loà cộng đồng, phối hợp tổ chức mở các lớp đào tạo nghiên cứu sinh, thạc sĩ, bác sĩ chuyên khoa I và II, chuyên khoa định hướng, điều dưỡng chuyên khoa, bác sĩ tuyến huyện, trở thành “cái nôi” đào tạo cán bộ nhãn khoa cho các cơ sở y tế trong cả nước...Bên cạnh công tác đào tạo, chuyển giao kỹ thuật cho tuyến dưới, Bệnh viện Mắt Trung ương coi trọng hợp tác quốc tế và có quan hệ hợp tác toàn diện với nhiều nước: Nhật Bản, Pháp, Mỹ, Australia, Ấn Độ. Quan hệ hợp tác thường xuyên, toàn diện với hàng chục tổ chức quốc tế như: WHO, Quỹ Nhi đồng Liên Hợp quốc (UNICEF), FHF, HKW, Sight First, CBM, Orbis, VESI, Quỹ Lion Clubs, ITI, Atlantic philanthropies (AP). Dưới sự lãnh đạo toàn diện của Đảng uỷ, Ban Giám đốc, các khoa, phòng, các tổ chức đoàn thể như Công đoàn, Đoàn Thanh niên, Hội Phụ nữ, hoạt động tích cực, nỗ lực trong công tác chuyên môn, sôi nổi trong các hoạt động phong trào, từ thiện. Đời sống cán bộ, công chức ngày càng được nâng cao, tạo thêm niềm tin yêu và gắn bó với đơn vị..Năm thập kỷ qua (1957 – 2007), một chặng đường phấn đấu vẻ vang của cán bộ nhãn khoa Bệnh viện Mắt Trung ương. Chặng đường ấy gắn liền với lịch sử cách mạng Việt Nam. Trong những năm tháng gian nan, khốc liệt của chiến tranh, bao vấn đề ngổn ngang sau những năm thống nhất đất nước cần khắc phục, thiếu khó của những năm đầu thực hiện công cuộc đổi mới, cùng với ngành Mắt Việt Nam, Bệnh viện Mắt Trung ương đã thực sự trưởng thành, tôi luyện nên những người thầy thuốc kiên trung, quả cảm, ưu tú, mãi là tấm gương sáng cho lớp lớp thế hệ ngành Mắt noi theo như cố Giáo sư Nguyễn Xuân Nguyên, Anh hùng Lao động Nguyễn Trọng Nhân, Bác sĩ – liệt sĩ Đặng Thuỳ Trâm. Bệnh viện Mắt Trung ương đã có một đội ngũ cán bộ có bản lĩnh chính trị vững vàng, đạo đức nhân văn trong sáng, giàu kinh nghiệm, giỏi chuyên môn được phân bổ đều trên mọi miền Tổ quốc, đang ngày đêm học tập, rèn luyện ra sức phục vụ nhân dân, bảo vệ và chăm sóc mắt cho nhân dân. Các danh hiệu cao quý: Huân chương độc lập, Huân chương lao động, Anh hùng Lao động trong thời kỳ đổi mới cùng nhiều phần thưởng danh dự khác mà Bệnh viện Mắt Trung ương đã được Đảng và Nhà nước trao tặng ghi nhận những cống hiến trong sự nghiệp chăm sóc và bảo vệ sức khoẻ nhân dân nhiều năm qua.",0,0,0.0
"- Khuôn viên nhỏ, bệnh nhân đông, sạch nhưng có mùi..- Bảo vệ, tiếp tân lễ phép.- Thiết bị hiện đại. Bác sĩ khám tạm được..- Bệnh viện công nên không nên kỳ vọng nhiều",3,4,4.0
"Nhiệt tình, chủ đáo với bệnh nhán",4,4,0.0
"Hồi đó vô đây nằm viện cả tháng, là một trải nghiệm khá tồi tệ. Đã bị bệnh là một điều buồn thúi ruột rồi nhưng còn phải nằm chen lấn với các bệnh nhân khác, có khi 2 bệnh nhân trên 1 giường, thật sự kinh khủng. Các điều dưỡng thì không biết phải áp lực cv quá hay không mà quát mắng bệnh nhân, bệnh nhân đau đớn mà có nhiều người lạnh tanh..Lúc ra ngoài khám thì thái độ đỡ hơn một chút nhưng vẫn còn tệ vì bệnh nhân quá đông. Chứ ở trong khu cấp cứu là ác mộng. Tuy nhiên bác sĩ ở đây thật sự có tài và giỏi, trị đúng bệnh và giá cả hợp lí không lừa gạt, không vẽ bậy cho bệnh nhân",4,3,3.0
"gọi trước qua hotline để đặt lịch khám, tiết kiệm thời gian đăng ký ban đầu. Tuy nhiên đến phần xét nghiệm x quang vẫn mất khoảng gần 2h toàn bộ",2,2,1.0
"Bs giỏi, thời gian đợi ngắn",5,5,0.0
"Bệnh viện sạch sẽ, có nhiều hướng dẫn viên tại sảnh, nếu muốn khám bảo hiểm phải có giấy chuyển viện. Nhân viên nhiệt tình. Mỗi tội đường ngoài cổng hơi tắc, ai tới khám nhớ tránh giờ cao điểm. Không cần ăn đồ ăn bên ngoài, vì ăn căng tin trong bệnh viện cho sạch sẽ thoáng mát",0,4,4.0
Đi khám rồi biết . 10 người 8 người muốn về con mẹ nó rồi,0,0,0.0
Lần đầu chở mẹ đi khám tại đây. Biết rằng rất nhiều người chê trách nhưng đối với e thì bệnh viện nhân lực ybs điều dưỡng đông. Nhân viên vệ sinh phòng ít gây nền tình trang vệ sinh k sạch sẽ bẩn và hôi hám. Bệnh viện thu nhập cao mà k chi ra nổi mướn nhân viên vệ sinh và thuốc khử mùi tolet sao. Giấy vệ sinh cũng k có. xin góp ý ạ.,1,0,0.0
"Rất hài lòng với điều trị của tôi ở đây..Có vấn đề về bệnh tăng nhãn áp và may mắn được sự phục vụ tận tình của bác sĩ Nguyễn Thái Hùng có chuyên môn cao..Quý ông này, đã đi trước các bác sĩ nhãn khoa người Úc của tôi, có thể hạ mức OPI của tôi xuống mức không thể đạt được trước đây..Giá là sáu trăm chín mươi nghìn đồng đã bao gồm một phiên dịch tiếng Anh (mặc dù Hùng nói và đọc ngôn ngữ của chúng tôi khá tốt.).Thời gian chờ đợi là tối thiểu và phần còn lại của các nhân viên rất dễ chịu và hữu ích..Cảm ơn bác sĩ Hùng rất nhiều.",5,5,0.0
"Sơ đồ hướng dẫn, thứ tự, quy trình cần qua những phòng nào, thủ tục tục ra sao ko có. Bàn hướng dẫn đứng đợi cả tiếng ko có ai. Bảo vệ thì cứ bắt ra bàn hướng dẫn. Ko hiểu bệnh viện cái kiểu j.",0,3,3.0
Thích sự tận tâm và tinh thần trách nhiệm của các bác sĩ nơi đây.,4,0,0.0
"Thăm khám quá muộn, bác sỹ đi giao ban cả ngày ko khám!",1,0,0.0
Bệnh viện tuyến đầu việt nam,0,0,0.0
"Các anh chị cho em hỏi? em dùng thẻ bảo hiểm doanh nghiệp giờ em muốn đi trực tiếp qua bệnh viện 74 thăm khám, mà không theo tuyến thì em có được hưởng % của bảo hiểm không ạ",0,0,0.0
"Bác sĩ tận tâm, nhiệt tình phục vụ bệnh nhân, có đạo đức nghề nghiệp hơn các Bệnh viện khác ở HCM.",4,0,0.0
"Mình có 4 răng khôn, Vô khám nhổ răng khôn, bs khám nhìn nhìn chưa được 1 phút, mình hỏi bs nhổ hết được không, bs nói được, gây mê hay gây tê cũng được, thấy có vẻ không ổn mình qua chỗ khác khám, bs bên đó nói chỉ nhổ được 2 cái, 2 cái răng khôn còn lại bị dính răng bên trên nếu nhổ thì sau nay răng hàm trên sẽ bị tụt hoặc lệch, bs mà làm không có tâm, thì không nên làm bs đâu ạ",1,0,1.0
"Y bác sỹ nhiệt tình, tận tâm",4,4,2.0
Bệnh viện Mắt lớn nhất cả nước.nhưng phục vụ và điều hành quá tề.lần đầu đến khám sếp hàng lấy số thì ok nhưng hẹn khám lại vẫn phải sếp hàng lấy số.chỉ làm khó cho người dân là rất OK luôn,2,2,2.0
1 số Bác sỹ có thái độ cực kỳ thiếu thiện cảm với bệnh nhân và ng nhà bệnh nhân :đạo đức kém,0,1,1.0
"Đã gọi là Trung Ương,  mang trọng trách là Trung Ương nhưng xử lý một tình huống còn thua bệnh viện khác (cụ thể là 1 vị cán bộ Cấp cao của Cần Thơ bị bệnh và vào đây mấy năm nhưng phải chuyển viện lên Sài Gòn).",0,0,0.0
Bệnh viện trung ương sao nhìn chán vậy định đi khám nhưng thấy mất cảm tình rồi,0,0,0.0
"Trải nghiệm nhổ răng số 8 tại bệnh viện RHM TW:.Lần đầu đi nhổ còn bỡ ngỡ nhưng may dc chỉ dẫn tận tình.Nói chung dịch vụ rất OK,.Dành tặng 5 sao cho a bác sĩ Vũ Anh Tú khoa PT trong miệng a rất tận tình ạ. Mình về làm bảo hiểm thiếu 1 số giấy tờ có gọi điện đến khoa nhờ chụp giúp nhưng lần đầu gặp c con gái thì từ chối hỗ trợ bảo mình đến mà chụp. Nhưng lần 2 gặp đúng Anh Tú anh bảo để a chụp cho🥰. 10 điểm cho người bác sĩ có tâm ạ",5,0,4.0
ChAt luong benh vien cung dc.nhung nhje bac sy lam viec k t,2,0,0.0
"Bệnh viện mới xây thêm tòa mới, chất lượng dịch vụ tốt hơn",3,2,3.0
"Là một bệnh viện đa khoa trung ương cấp quốc gia, phục vụ toàn miền Nam nằm tại TP. HCM. Đây cũng là một trong những bệnh viện tuyến cuối lớn nhất tại Việt Nam, là điểm đến của 37 tỉnh thành phía Nam. Vị trí địa lí rất thuận lợi cho các tỉnh thành phía Nam tìm đến. Có đến 04 mặt tiền và 06 cổng vào. Bệnh viện Chợ Rẫy được thành lập vào năm 1900, lúc đó có tên chính thức tiếng Pháp là Hôpital Municipal de Cholon (Bệnh viện thị xã Chợ Lớn) tại Sài Gòn. Diện tích hiện nay tầm  53.000 m².",0,0,0.0
"Bệnh viện chât lượng phục vụ quá kém..Hẹn bệnh nhân 7h sáng tới làm thủ tục nhập viện , bệnh nhân báo không ăn uống đợi tới 10h vẫn làm thủ tục nhập viện. Bệnh nhân bị tai nạn chân đi lại khó nhưng vẫn không có ưu tiên làm hồ sơ sớm. Hi ubkt trung ương. Thanh tra chính phủ. Ub phòng chống tham nhũng , thanh tra bộ y tế sẽ đưa ekip ban lãnh đạo bệnh viện nhập kho sớm để thay thế ekip chất lượng hơn phục vụ nhân dân tốt hơn..Cá nhân sẽ không bao giờ quay lại bv này một lần nào nưa.",0,0,2.0
"Bệnh viện trung ương gì mà bác sĩ rất thái độ với bệnh nhân.Khám thì qua loa,mà bác sĩ tl như quát vào mặt bệnh nhân vậy, quá thất vọng!",1,0,0.0
4h30 chiều.bsi cắp đít về hết cmnn.thế mà kêu khám dịch vụ.mịa,0,0,0.0
Cơ sở Khám chữa bệnh theo Bảo hiểm y tế dành cho cán bộ hưu trí cấp cao.,0,0,0.0
Thái độ giao tiếp kém khi ng nhà bệnh nhân lh trực tiếp quá điện thoại,1,1,0.0
"bác sĩ, y tá rất nhiệt tình",4,0,0.0
"Mình đăng ký khám bs CKII Quách Thị Hà Giang, nhưng thái độ quá kém, không có đạo đức nghề nghiệp. Không chẩn đoán, không tư vấn, kêu đi xét nghiệm xong cũng không kết luận. Bác sĩ chưa nhìn bệnh mà kêu khó chữa.",2,0,0.0
"khám ở đây 1 lần đông kinh khủng. nội soi xong bs kết luận bị viêm mũi dị ứng. kê cho loại thuốc ks uống, thuốc nhỏ gì đó có chứa tp corticoid. bệnh này hay kem theo viêm amidan nữa, làm sao trị dứt điểm.",2,0,0.0
"Bệnh viện về chất lượng khám bệnh thì không nhận xét đến. Nhưng thái độ phục vụ của nhân viên ở các phòng nội soi không tốt, nạt nộ bệnh nhân. Nhất là con bé đeo kính khong biết chức vụ là gì nhưng thái độ không chuẩn mực tí nào. Một số bác sĩ to tiếng với người bệnh. Nhân viên bán thuốc không bảo hiểm cọc cằn, quát tháo người mua thuốc. Đã người khám bệnh không biết mới hỏi. Hỏi thì thái độ không muốn trả lời. Biết rằng ai cũng mệt nhưng phải trả lời sao cho dể nghe. Cùng một ý nhưng 2 cách nói khác nhau. Phải có thùng thư góp ý tại chỗ là góp ý liền. uổi sáng ở đây thì người nhà và bệnh nhân phải hết sức cẩn thận, vì rất nhiều thành phần xấu trà trộn vào để trộm cắp tài sản của người nhà và bệnh nhân lưu trú trị bệnh ở đây. Phần lớn các bệnh nhân và người nhà là người sống ở thôn quê nên họ thường không nghĩ về mức độ phức tạp ở đây vậy ra họ khá lơ là trong việc bảo vệ tài sản cá nhân, 1 phần là vì tâm lý lo lắng nên họ cũng mất tập trung. Buổi tối thì ổn hơn vì phía bệnh viện họ không cho người người thân chăm nom, chỉ những ai có thẻ mới cho vào. Bệnh viện khá đông nên việc nằm tràn ra hành lang là điều thường xuyên diển ra, vào mùa nóng thì ôi thôi, bệnh càng thêm bệnh. Đợi đến lượt để khám cũng khá là lâu.",3,2,3.0
"Chất lượng dịch vụ, phục vụ kém.",1,1,1.0
"bác sỹ có chuyên môn. chờ đợi lâu, dịch vụ k tốt",4,0,1.0
Đợi thang may lên mổ kêu này chết con ngt dm bv k,0,0,0.0
"UỶ VIÊN BỘ CHÍNH TRỊ, TRƯỞNG BAN TUYÊN GIÁO TRUNG ƯƠNG VÕ VĂN THƯỞNG THĂM VÀ CHÚC MỪNG GS.TSKH LÊ ĐĂNG HÀ.21/02/2020 09:57            156.Nhân kỷ niệm 65 năm Ngày Thầy thuốc Việt Nam (27/2/1955 - 27/2/2020), chiều 20/2, Ủy viên Bộ Chính trị, Bí thư Trung ương Đảng, Trưởng Ban Tuyên giáo Trung ương Võ Văn Thưởng tới thăm và chúc mừng GS.TSKH Lê Đăng Hà nguyên Viện trưởng Viện Lâm Sàng các bệnh Nhiệt đới Quốc gia nay là Bệnh viện Bệnh Nhiệt đới Trung ương...THÊM HAI BỆNH NHÂN NHIỄM Covid – 19 ĐIỀU TRỊ KHỎI BỆNH ĐƯỢC XUẤT VIỆN.THÊM HAI BỆNH NHÂN NHIỄM Covid – 19 ĐIỀU TRỊ KHỎI....19/02/2020 10:32            221.TRAO TẶNG BẰNG KHEN CỦA BỘ TRƯỞNG BỘ Y TẾ CHO TẬP THỂ, CÁ NHÂN CÓ THÀNH TÍCH XUẤT SẮC TRONG PHÒNG CHỐNG DỊCH nCoV.TRAO TẶNG BẰNG KHEN CỦA BỘ TRƯỞNG BỘ Y TẾ CHO TẬP....12/02/2020 09:27            315.BỆNH VIÊM ĐƯỜNG HÔ HẤP CẤP nCoV ĐƯỢC ĐẶT TÊN LÀ Covid- 19.BỆNH VIÊM ĐƯỜNG HÔ HẤP CẤP nCoV ĐƯỢC ĐẶT TÊN LÀ...",0,0,0.0
"Bệnh viện quá tồi, test nhanh mà gần 2 tiếng mới có kết quả, xong qua khám thì toàn khám người nhà trước. Thế thì nói mẹ là bệnh viện gia đình cho nó nhanh...",0,0,1.0
Có mấy thằng y bác sĩ mất lịch sự.bố láo.không tận tình với bệnh nhân,2,0,0.0
"I. Chức năng:..Cung cấp dịch vụ khám bệnh, chữa bệnh, phòng bệnh và phục hồi chức năng cho người bệnh phong, người bệnh da liễu, bệnh lây qua đường tình dục, người bệnh HIV/AIDS ở tuyến cao nhất của khu vực miền Trung - Tây Nguyên và một số bệnh đa khoa khác tổ chức nghiên cứu khoa học, đào tạo, bồi dưỡng cán bộ, hợp tác quốc tế và chỉ đạo tuyến về lĩnh vực chuyên môn của Bệnh viện theo sự phân công của cấp có thẩm quyền và theo quy định của pháp luật...II. Nhiệm vụ:..1. Xây dựng chiến lược, quy hoạch tổng thể phát triển của Bệnh viện qua từng giai đoạn và kế hoạch hoạt động hàng năm của Bệnh viện, trình cấp có thẩm quyền thẩm định, phê duyệt...2. Tổ chức cung cấp dịch vụ khám bệnh, chữa bệnh theo đúng phạm vi chuyên môn trong giấy phép hoạt động của Bệnh viện và quy định chuyên môn, quy chuẩn kỹ thuật áp dụng kỹ thuật mới, phương pháp mới trong hoạt động khám bệnh, chữa bệnh ứng dụng các thành tựu khoa học nhằm mở rộng quy mô, phạm vi hoạt động khám bệnh, chữa bệnh theo đúng quy định của pháp luật để phục vụ nhu cầu bảo vệ, chăm sóc và nâng cao sức khỏe nhân dân...3. Tổ chức nghiên cứu khoa học và công nghệ ứng dụng, chuyển giao các kỹ thuật mới, phương pháp mới trong khám bệnh, chữa bệnh tham gia nghiên cứu những vấn đề liên quan đến sức khỏe của người dân tại địa phương và trong cả nước thực hiện dịch vụ khoa học theo quy định của pháp luật, ưu tiên đặc biệt về bệnh phong, da liễu, các bệnh lây qua đường tình dục và HIV/AIDS ...4. Tổ chức đào tạo, bồi dưỡng cán bộ, viên chức y tế và chỉ đạo tuyến về lĩnh vực chuyên môn của Bệnh viện đối với các đơn vị y tế tuyến dưới theo sự phân công của cấp có thẩm quyền và theo quy định của pháp luật...5. Là cơ sở đào tạo thực hành, tham gia đào tạo chuyên ngành phong, da liễu và một số chuyên khoa khác của các trường đại học, cao đẳng, trung học y tế...6. Hợp tác với tổ chức, cá nhân nước ngoài trong việc khám bệnh, chữa bệnh, đào tạo, nghiên cứu khoa học và thực hiện các nhiệm vụ hợp tác quốc tế khác theo sự phân công, chỉ đạo của Bộ Y tế và các quy định của pháp luật...7. Quản lý nguồn nhân lực, cơ sở vật chất, kỹ thuật, trang thiết bị của Bệnh viện. Phối hợp với các tổ chức, cá nhân trong việc tổ chức thực hiện các dịch vụ khám bệnh, chữa bệnh...8. Tham gia, phối hợp với các cơ quan trong và ngoài ngành y tế thực hiện thường xuyên công tác phòng, chống dịch bệnh khắc phục hậu quả thiên tai, thảm họa...9. Thực hiện các hoạt động liên doanh, liên kết, dịch vụ, góp vốn, huy động vốn phù hợp với phạm vi lĩnh vực chuyên môn, khả năng của Bệnh viện và quy định của pháp luật...10. Tự đánh giá chất lượng và chịu sự kiểm định chất lượng dịch vụ khám bệnh, chữa bệnh theo quy định của pháp luật xây dựng, phát triển và tăng cường hệ thống bảo đảm chất lượng của Bệnh viện...11. Thực hiện các nhiệm vụ khác theo sự phân công của Bộ Y tế và theo quy định của pháp luật.",0,0,0.0
"Bệnh viện sạch sẽ,không gian thoải mái",0,0,4.0
Tôi đưa con khám ở khu nhi của bệnh viện. Tôi thấy bệnh viện tắc trách về trách nhiệm vì thứ tự chờ ko rỏ ràng 2 cha con tôi đợi từ sáng đến chiều mà ko dc tiếp. Có một ngừoi phụ nữ mặc áo quân đội lại dc tiếp ngay. Tôi không hiểu bệnh viện làm như vậy có công bằng ko. Khi là những bệnh nhi nhỏ tuổi mà lại vật vả chờ mà còn lại cái mối quan hệ kia tôi ko biết khi nào mới dc tới lượt cn mình...Chào bệnh viện và những bác sĩ kia. Tôi mong bệnh viện nên điều chỉnh cách làm việc...Gửi bệnh viện.,0,0,2.0
"Bác sĩ phẫu thuật và đội ngũ y tá tay nghề rất cao. Tuy nhiên điều kiện chăm sóc sau hậu phẫu không được tốt, điều kiện cho người ở lại chăm sóc không hề ổn",3,3,1.0
Mình bị viêm nang lông đi khám mà cô bác sĩ vô cầm đèn soi lắc đầu bảo nặng lắm rồi ngồi kê đống thuốc..mất 200 vào khám mà k tư vấn tí gì mình thắc mắc hỏi thì gắt lên xong đưa cho đống thuốc bôi vs sữa tắm các thứ hơn 2tr bảo về..quá chán..nhân tiện ở đây ai bị viêm nang lông có chỗ chữa uy tín giới thiệu mình với ạ..tha thiết,2,0,0.0
Cũng là chụp chiếu nhưng bác sĩ vẽ ra để vòi tiền.Thái độ thì như bố người ta mặc dù mất công mất tiền hẳn hoi.Quá tệ,1,0,0.0
"bệnh viện khám bệnh thủ tục rườm rà, lắm xét nghiệm mà không có kết luận chính xác cho bệnh nhân. Bảo vệ thì thái độ này nọ gây khó khăn cho người nhà trong việc thăm dưỡng bệnh nhân",0,1,2.0
"Đầu năm 1953, được phép của bộ Y Tế, dưới sự lãnh đạo của bác sỹ Trần Hữu Tước, Bệnh khoa Tai Mũi Họng trực thuộc Bộ đã được thành lập ở an toàn khu (ATK) Việt Bắc. Đó chính là tiền thân của Bệnh viện Tai Mũi Họng ngày nay...Di tích Bệnh khoa Tai Mũi Họng tại Xã Tân Long, Huyện Yên Sơn, Tỉnh Tuyên Quang.Di tích Bệnh khoa Tai Mũi Họng tại Xã Tân Long, Huyện Yên Sơn, Tỉnh Tuyên Quang.Bệnh khoa đóng tại địa điểm khá lý tưởng, xây dựng trên cơ sở cũ của xưởng sản xuất giấy Hoàn Tiến tại xóm Hoàn Tiến, xã Hoàn Long (nay là thôn 5,  xã Tân Long, huyện Yên Sơn, tỉnh Tuyên Quang) tại một quả đồi rộng có nhiều tán cây để đảm bảo an toàn về phòng không và xung quanh là dòng suối nhỏ bao quanh thuận lợi cho sinh hoạt. Địa điểm này cách văn phòng Bộ Y tế hơn 1 km và cách thị xã Tuyên Quang khoảng 10 km đường rừng. Buổi đầu thành lập, y sỹ Phạm Kim - Nguyên cán bộ Vụ Phòng bệnh - Chữa bệnh (sau này là Phó Giáo sư, Chủ tịch Công đoàn Y tế Việt Nam, Viện phó Viện Tai Mũi Họng) được Bộ Y tế biệt phái sang để giữ mối liên hệ chỉ đạo giữa Bộ Y tế và Bệnh khoa. Đồng chí Vũ Văn Khái (sau này là Trưởng phòng hành chính quản trị Viện Tai Mũi Họng) được cử sang phụ trách công tác xây dựng hướng dẫn dân công vào rừng chặt tre, nứa, đốn gỗ xây dựng cơ sở vật chất của Bệnh khoa theo thiết kế của bác sỹ Tước. Sau đó, do yêu cầu công việc, Bác sỹ Trần Hữu Tước điều động thêm 2 y sỹ là Lê Văn Lợi và Trần Ngọc Dũng sang phòng khám của Bệnh khoa...Quy mô của Bệnh khoa tuy nhỏ, chỉ có 10 giường bệnh, 2 phòng mổ, 1 phòng khám và bộ phận hậu cần với số cán bộ nhân viên gần 30 người. Mặc dù các bộ phận phải phân tán để đề phòng máy bay Pháp oanh tạc, nhưng do cơ sở được bố trí hợp lý nên hoạt động rất hiệu quả. Nhà mổ có diện tích khoảng 50 m2, vách nhà được làm bằng nứa, ở dưới đan dày hơn, phía trên đan thưa để lấy ánh sáng, ở giữa là cửa sổ có chấn song tre được che bằng vải nhuộm xanh để ngăn ruồi, muỗi. Nhà mổ có 3 gian: Một gian chuẩn bị mổ và hệ thống cung cấp ánh sáng bằng nhiều đynamô xe đạp (thiết kế thành nhiều bệ gỗ, trên mỗi bệ cố định một khung xe đạp, có yên để cho người ngồi đạp xen kẽ nhau, cung cấp ánh sáng điện cho các ca mổ) một gian to hơn đặt bàn mổ một gian nhỏ hơn đặt ghế khám và là nơi làm thủ thuật...Phòng mổ tại Bệnh khu Tai Mũi Họng tại chiến khu Việt Bắc (1953).Phòng mổ tại Bệnh khu Tai Mũi Họng tại chiến khu Việt Bắc (1953).Trong hai năm 1953 - 1954 là thời kỳ đầy biến động và thử thách, ngành Y tế và Bệnh khoa Tai Mũi Họng cũng đạt được những thành tựu rất khả quan trong việc phục vụ sức khoẻ cán bộ và nhân dân, góp phần vào thắng lợi của sự nghiệp đấu tranh giành độc lập dân tộc. Chăm sóc tốt sức khỏe nhân dân là điều kiện tiên quyết để đảm bảo huy động được tối đa sức dân tham gia cuộc kháng chiến trường kỳ chống thực dân Pháp xâm lược. Trong thời gian làm việc tại xã Tân Long, Bệnh khoa đã khám và điều trị cho nhân dân địa phương, cán bộ và chiến sĩ vùng ATK. Cũng trong thời gian này, bác sĩ Trần Hữu Tước đã phẫu thuật và điều trị cho một số đồng chí Lãnh đạo cao cấp của Đảng và Nhà Nước như đồng chí Xuân Thuỷ, đồng chí Hoàng Quốc Việt, đồng chí Tố Hữu. Bệnh khoa Tai Mũi Họng đã thành lập nhiều đoàn công tác trực tiếp tham gia phục vụ kháng chiến, kịp thời chăm sóc chữa trị cho thương bệnh binh. Để ghi nhận sự gắn bó mật thiết giữa Bệnh khoa Tai Mũi Họng và nhân dân địa phương, sự đóng góp to lớn của Bệnh khoa đầu tiên trong việc đặt nền móng và phát triển ngành Tai Mũi Họng của nước nhà cũng như đáp ứng nhu cầu nghiên cứu lịch sử và tham quan du lịch, ủy ban nhân dân tỉnh Tuyên Quang đã công nhận, gắn mốc và xếp hạng di tích lịch sử cấp tỉnh.",5,0,4.0
"Em không nói hết các y bác sĩ nhưng có 1 vài bác sĩ có thái độ không mấy tốt với bệnh nhân ,kiểu lúc người nhà đang lu bu lo lắng mà bác sĩ cứ nói là sao người nhà làm quá lên.Với lại em nghĩ bệnh viện nên thay việc dùng vân tay để nuôi bệnh thành thẻ đeo nuôi bệnh để dễ dàng nuôi bệnh do không phải người nhà nào cũng có thể túc trực 24/24 mà việc thay thế mà việc thay đổi vân tay để đổi người nuôi bệnh bản thân em thấy nó hơi phiền phức.Mong thời gian tới bệnh viện có thể thay đổi để tiện cho việc chữa bệnh và nuôi bệnh",0,0,0.0
